HS6_Code,Sector,Product_Category,Region,Product_Name,Month,Year,Quarter,Trade_Value_USD_1000,Shipping_Cost_USD_1000,Insurance_Cost_USD_1000,MFN_Tariff_Rate,Applied_Tariff_Rate,Duty_Savings_Percent,Net_Profit_Margin_Percent,FTA_Status,CBAM_Applicable,Carbon_Tax_Risk,Carbon_Intensity_Score,Market_Share_Percent
715161,Gems & Jewellery,Cut Diamonds,ASEAN,Cut Diamonds Batch 715161,April,2024,Q2,2282.72,83.54,16.39,19.4,13.02,6.38,20.71,Active,No,High,4.7,6.25
715339,Gems & Jewellery,Precious Stones,Japan,Precious Stones Batch 715339,August,2026,Q3,758.08,56.17,7.02,18.42,13.93,4.49,18.24,Active,No,High,4.61,15.6
635181,Textiles & Apparel,Synthetic Fabrics,ASEAN,Synthetic Fabrics Batch 635181,February,2025,Q1,1593.77,87.14,16.05,35.8,28.39,7.41,20.08,Active,No,Low,0.0,12.47
631886,Textiles & Apparel,Home Textiles,ASEAN,Home Textiles Batch 631886,September,2024,Q3,4994.44,225.44,32.02,29.17,23.11,6.06,19.09,Active,No,High,2.6,16.5
075785,Agriculture & Food,Basmati Rice,ASEAN,Basmati Rice Batch 075785,January,2024,Q1,5026.67,254.23,39.03,11.91,10.43,1.48,17.04,Active,No,High,0.85,8.94
733499,Iron & Steel,Steel Tubes,Canada,Steel Tubes Batch 733499,June,2026,Q2,775.3,20.28,4.92,31.02,27.52,3.5,14.75,Active,No,Low,0.0,16.96
842544,Machinery & Electronics,Industrial Pumps,Canada,Industrial Pumps Batch 842544,August,2025,Q3,1434.31,38.69,11.7,34.2,25.77,8.43,21.51,Active,No,High,3.01,7.35
392421,Chemicals,Polymers,South Africa,Polymers Batch 392421,December,2026,Q4,14935.55,505.28,181.46,7.29,4.85,2.44,18.14,Active,No,Low,0.0,0.85
729575,Iron & Steel,Construction Steel,UAE,Construction Steel Batch 729575,June,2026,Q2,6276.7,406.67,60.54,24.43,0.0,24.43,15.78,Active,No,High,1.94,5.64
718047,Gems & Jewellery,Synthetic Gems,UK,Synthetic Gems Batch 718047,January,2025,Q1,67010.03,2349.54,748.33,26.38,0.0,26.38,13.56,Active,No,Low,0.0,16.68
396750,Chemicals,Agrochemicals,UAE,Agrochemicals Batch 396750,September,2025,Q3,17504.13,677.63,147.48,19.31,0.0,19.31,15.97,Active,No,High,3.39,14.73
717236,Gems & Jewellery,Gold Jewellery,UAE,Gold Jewellery Batch 717236,March,2025,Q1,16588.08,849.76,182.59,28.06,4.21,23.85,10.09,Active,No,Low,0.0,10.2
617647,Textiles & Apparel,Synthetic Fabrics,UK,Synthetic Fabrics Batch 617647,August,2024,Q3,371.74,20.19,2.33,17.48,14.55,2.93,10.37,Active,No,Low,0.0,14.74
308265,Pharmaceuticals,Vaccines,USA,Vaccines Batch 308265,March,2024,Q1,9374.89,567.18,94.74,32.64,23.67,8.97,5.47,Active,No,High,2.92,6.9
902918,Pharmaceuticals,Antibiotics,UK,Antibiotics Batch 902918,March,2025,Q1,2752.71,91.21,25.18,19.19,0.0,19.19,7.61,Active,No,High,3.64,16.54
094356,Agriculture & Food,Marine Products,ASEAN,Marine Products Batch 094356,November,2026,Q4,1304.44,98.28,12.27,19.72,15.74,3.98,5.82,Active,No,High,0.43,1.11
905539,Pharmaceuticals,Vaccines,South Africa,Vaccines Batch 905539,September,2026,Q3,3835.38,237.95,40.49,9.52,7.02,2.5,16.69,Active,No,Low,0.0,1.86
619698,Textiles & Apparel,Silk Products,South Africa,Silk Products Batch 619698,June,2026,Q2,12305.69,754.18,149.86,27.49,23.29,4.2,13.03,Active,No,High,2.56,8.88
305680,Pharmaceuticals,Surgical Equipment,USA,Surgical Equipment Batch 305680,September,2026,Q3,6318.56,354.61,61.07,36.61,24.0,12.61,9.54,Active,No,Low,0.0,1.4
305461,Pharmaceuticals,Antibiotics,UK,Antibiotics Batch 305461,February,2024,Q1,798.14,28.34,7.88,38.35,35.72,2.63,18.34,Active,No,Low,0.0,0.99
397653,Chemicals,Agrochemicals,European Union,Agrochemicals Batch 397653,January,2024,Q1,9078.72,665.7,130.15,36.54,35.39,1.15,21.9,Active,Yes,High,4.64,5.59
711628,Gems & Jewellery,Gold Jewellery,Canada,Gold Jewellery Batch 711628,November,2025,Q4,1145.53,89.22,7.95,11.07,8.73,2.34,21.75,Active,No,Low,0.0,2.65
737010,Iron & Steel,Flat-rolled Products,USA,Flat-rolled Products Batch 737010,March,2025,Q1,4125.84,301.15,57.92,28.99,26.06,2.93,16.93,Active,No,High,4.99,2.49
083959,Agriculture & Food,Fresh Fruits,UK,Fresh Fruits Batch 083959,January,2024,Q1,1891.22,53.88,11.38,39.71,27.51,12.2,17.16,Active,No,Low,0.0,7.98
527460,Textiles & Apparel,Synthetic Fabrics,UK,Synthetic Fabrics Batch 527460,September,2024,Q3,2146.73,58.35,19.12,7.84,4.76,3.08,13.85,Active,No,Low,0.0,3.62
845474,Machinery & Electronics,Smartphones,UK,Smartphones Batch 845474,November,2025,Q4,9408.46,602.35,89.06,13.74,2.06,11.68,20.61,Active,No,High,1.56,12.4
527378,Textiles & Apparel,Home Textiles,USA,Home Textiles Batch 527378,December,2024,Q4,626.22,30.99,4.37,12.47,8.08,4.39,7.21,Active,No,High,3.25,4.21
734921,Iron & Steel,Construction Steel,UAE,Construction Steel Batch 734921,September,2025,Q3,55148.93,2048.06,430.97,6.73,1.01,5.72,18.55,Active,No,Low,0.0,12.47
093433,Agriculture & Food,Process Food,Australia,Process Food Batch 093433,February,2024,Q1,194.1,4.35,1.9,19.74,18.43,1.31,18.54,Active,No,High,3.65,5.53
859623,Machinery & Electronics,Smartphones,European Union,Smartphones Batch 859623,December,2025,Q4,1216.21,64.53,12.33,35.27,0.0,35.27,12.15,Active,No,Low,0.0,13.37
281045,Chemicals,Polymers,Japan,Polymers Batch 281045,May,2025,Q2,5194.3,258.54,45.18,22.43,15.99,6.44,12.92,Active,No,Low,0.0,3.9
093567,Agriculture & Food,Fresh Fruits,UK,Fresh Fruits Batch 093567,May,2025,Q2,7161.48,454.16,44.43,14.59,2.19,12.4,20.6,Active,No,Low,0.0,16.36
909391,Pharmaceuticals,Generic Medicines,UAE,Generic Medicines Batch 909391,July,2026,Q3,2563.9,60.53,15.29,10.68,1.6,9.08,7.44,Active,No,Low,0.0,12.99
844916,Machinery & Electronics,Industrial Pumps,UK,Industrial Pumps Batch 844916,October,2025,Q4,2735.07,149.2,20.13,36.89,0.0,36.89,21.92,Active,No,Low,0.0,0.59
071936,Agriculture & Food,Process Food,Canada,Process Food Batch 071936,May,2026,Q2,5518.3,294.7,34.78,25.12,23.45,1.67,19.22,Active,No,Low,0.0,6.97
731810,Iron & Steel,Iron Bars,Japan,Iron Bars Batch 731810,December,2026,Q4,2107.79,56.28,29.67,27.05,23.22,3.83,10.01,Active,No,Low,0.0,14.03
845114,Machinery & Electronics,Industrial Pumps,Japan,Industrial Pumps Batch 845114,February,2025,Q1,24095.3,1073.41,135.1,25.49,21.46,4.03,20.88,Active,No,Low,0.0,11.48
725919,Iron & Steel,Construction Steel,European Union,Construction Steel Batch 725919,November,2025,Q4,10498.88,587.44,103.46,6.39,0.96,5.43,6.78,Active,Yes,Low,1.3,2.86
504310,Textiles & Apparel,Silk Products,South Africa,Silk Products Batch 504310,October,2026,Q4,11039.52,513.17,127.7,23.36,18.44,4.92,6.27,Active,No,High,1.88,15.48
904837,Pharmaceuticals,Generic Medicines,UAE,Generic Medicines Batch 904837,December,2026,Q4,699.78,36.44,6.2,25.63,0.0,25.63,18.43,Active,No,Low,0.0,17.41
504223,Textiles & Apparel,Home Textiles,South Africa,Home Textiles Batch 504223,September,2025,Q3,2646.3,140.6,36.72,24.3,15.91,8.39,21.86,Active,No,Low,0.0,13.2
169679,Agriculture & Food,Basmati Rice,South Africa,Basmati Rice Batch 169679,August,2024,Q3,1899.41,43.91,17.84,27.19,23.77,3.42,16.79,Active,No,Low,0.0,14.97
719322,Gems & Jewellery,Synthetic Gems,ASEAN,Synthetic Gems Batch 719322,June,2026,Q2,659.58,20.97,3.34,13.83,12.41,1.42,17.45,Active,No,High,4.67,3.12
103212,Agriculture & Food,Process Food,ASEAN,Process Food Batch 103212,November,2025,Q4,5116.6,256.21,46.91,22.08,18.69,3.39,6.44,Active,No,Low,0.0,12.9
297499,Chemicals,Organic Chemicals,UK,Organic Chemicals Batch 297499,October,2025,Q4,1330.79,81.48,9.0,12.04,1.81,10.23,10.3,Active,No,High,4.18,13.83
615423,Textiles & Apparel,Synthetic Fabrics,UK,Synthetic Fabrics Batch 615423,March,2026,Q1,7967.34,410.89,95.62,20.08,0.0,20.08,12.51,Active,No,High,2.95,11.69
737735,Iron & Steel,Iron Bars,ASEAN,Iron Bars Batch 737735,April,2025,Q2,598.67,12.6,7.13,23.59,15.36,8.23,7.52,Active,No,Low,0.0,2.66
619121,Textiles & Apparel,Cotton Garments,South Africa,Cotton Garments Batch 619121,November,2024,Q4,39283.54,1361.8,202.93,36.1,34.91,1.19,8.61,Active,No,High,4.68,1.56
722743,Iron & Steel,Steel Tubes,UAE,Steel Tubes Batch 722743,December,2026,Q4,777.05,59.56,11.27,32.71,0.0,32.71,6.62,Active,No,High,0.26,14.49
301654,Pharmaceuticals,Vaccines,European Union,Vaccines Batch 301654,January,2026,Q1,4142.08,233.89,50.69,37.15,0.0,37.15,6.98,Active,No,High,2.6,6.81
615112,Textiles & Apparel,Cotton Garments,Australia,Cotton Garments Batch 615112,February,2024,Q1,9777.01,397.09,130.93,33.92,30.19,3.73,6.93,Active,No,High,4.54,8.31
717633,Gems & Jewellery,Silverware,ASEAN,Silverware Batch 717633,August,2024,Q3,1266.53,62.19,13.4,11.83,7.36,4.47,12.46,Active,No,High,1.49,17.19
162114,Agriculture & Food,Basmati Rice,Australia,Basmati Rice Batch 162114,June,2024,Q2,10707.53,666.61,107.26,15.6,10.96,4.64,21.99,Active,No,Low,0.0,5.86
078254,Agriculture & Food,Basmati Rice,South Africa,Basmati Rice Batch 078254,April,2025,Q2,471.64,35.77,2.67,23.88,16.61,7.27,7.71,Active,No,Low,0.0,15.79
097088,Agriculture & Food,Organic Spices,European Union,Organic Spices Batch 097088,June,2024,Q2,26322.43,2013.09,305.47,31.78,27.75,4.03,10.23,Active,No,Low,0.0,0.44
717180,Gems & Jewellery,Synthetic Gems,UAE,Synthetic Gems Batch 717180,June,2026,Q2,3044.9,129.8,40.84,19.76,2.96,16.8,19.34,Active,No,Low,0.0,9.59
302279,Pharmaceuticals,Surgical Equipment,Japan,Surgical Equipment Batch 302279,June,2025,Q2,1218.51,26.08,16.37,21.63,17.05,4.58,11.13,Active,No,Low,0.0,17.95
101917,Agriculture & Food,Organic Spices,ASEAN,Organic Spices Batch 101917,February,2024,Q1,1903.08,41.83,9.91,14.98,13.65,1.33,8.51,Active,No,Low,0.0,4.37
087418,Agriculture & Food,Fresh Fruits,Japan,Fresh Fruits Batch 087418,October,2025,Q4,10030.43,481.62,136.7,23.77,14.35,9.42,19.49,Active,No,Low,0.0,16.04
071776,Agriculture & Food,Fresh Fruits,Japan,Fresh Fruits Batch 071776,April,2025,Q2,1240.56,29.33,11.65,29.99,21.92,8.07,21.4,Active,No,High,1.37,16.69
734562,Iron & Steel,Stainless Steel,UK,Stainless Steel Batch 734562,July,2025,Q3,968.71,54.07,8.17,11.11,1.67,9.44,14.95,Active,No,High,3.6,4.26
739988,Iron & Steel,Steel Tubes,Australia,Steel Tubes Batch 739988,February,2025,Q1,2138.15,116.38,28.74,37.06,5.56,31.5,15.49,Active,No,Low,0.0,8.41
283457,Chemicals,Polymers,South Africa,Polymers Batch 283457,October,2026,Q4,510.07,13.79,6.68,38.74,33.27,5.47,5.4,Active,No,High,1.1,2.27
711879,Gems & Jewellery,Precious Stones,Canada,Precious Stones Batch 711879,November,2026,Q4,45744.0,2354.38,616.32,32.49,28.15,4.34,7.82,Active,No,High,0.39,1.22
712850,Gems & Jewellery,Precious Stones,South Africa,Precious Stones Batch 712850,May,2024,Q2,1274.63,74.53,17.29,33.55,20.83,12.72,21.05,Active,No,Low,0.0,0.66
715995,Gems & Jewellery,Silverware,ASEAN,Silverware Batch 715995,January,2025,Q1,10377.81,466.76,110.74,35.93,34.0,1.93,20.92,Active,No,High,4.09,13.39
393568,Chemicals,Dyes & Pigments,South Africa,Dyes & Pigments Batch 393568,May,2024,Q2,4081.44,298.0,44.14,20.47,12.37,8.1,7.95,Active,No,Low,0.0,14.83
106727,Agriculture & Food,Basmati Rice,UAE,Basmati Rice Batch 106727,August,2026,Q3,680.75,14.93,9.16,27.16,4.07,23.09,10.59,Active,No,High,4.07,3.67
523052,Textiles & Apparel,Cotton Garments,USA,Cotton Garments Batch 523052,September,2025,Q3,2954.45,152.73,36.66,14.88,9.04,5.84,10.4,Active,No,High,1.1,4.62
097225,Agriculture & Food,Process Food,Japan,Process Food Batch 097225,July,2025,Q3,9662.47,250.7,141.67,6.81,6.32,0.49,17.03,Active,No,High,0.15,4.77
872965,Machinery & Electronics,Auto Components,South Africa,Auto Components Batch 872965,March,2024,Q1,2247.58,141.71,28.97,7.87,4.83,3.04,6.83,Active,No,Low,0.0,14.57
077194,Agriculture & Food,Organic Spices,ASEAN,Organic Spices Batch 077194,November,2025,Q4,17848.4,884.27,210.49,25.04,22.16,2.88,6.77,Active,No,Low,0.0,15.96
715712,Gems & Jewellery,Precious Stones,European Union,Precious Stones Batch 715712,July,2026,Q3,13797.92,1052.65,140.01,21.32,0.0,21.32,18.65,Active,No,Low,0.0,10.69
729054,Iron & Steel,Steel Tubes,USA,Steel Tubes Batch 729054,February,2024,Q1,11829.74,632.47,154.55,35.68,35.63,0.05,13.71,Active,No,High,4.98,6.07
161785,Agriculture & Food,Basmati Rice,UAE,Basmati Rice Batch 161785,December,2025,Q4,1495.95,118.32,12.87,19.89,0.0,19.89,21.61,Active,No,High,2.68,9.28
715812,Gems & Jewellery,Gold Jewellery,ASEAN,Gold Jewellery Batch 715812,February,2026,Q1,590.07,45.51,4.96,29.59,18.67,10.92,5.94,Active,No,Low,0.0,6.33
308824,Pharmaceuticals,Surgical Equipment,Canada,Surgical Equipment Batch 308824,September,2024,Q3,1187.52,42.71,6.63,34.26,32.78,1.48,14.3,Active,No,High,1.42,11.97
901733,Pharmaceuticals,Bulk Drugs,South Africa,Bulk Drugs Batch 901733,September,2025,Q3,4001.25,222.53,58.42,29.07,27.34,1.73,5.96,Active,No,Low,0.0,8.26
105897,Agriculture & Food,Process Food,UAE,Process Food Batch 105897,June,2025,Q2,6759.34,471.05,68.1,25.36,3.8,21.56,14.16,Active,No,High,0.89,0.37
395247,Chemicals,Dyes & Pigments,UAE,Dyes & Pigments Batch 395247,August,2024,Q3,114.74,5.0,1.26,8.69,5.67,3.02,8.04,Active,No,Low,0.0,11.74
736221,Iron & Steel,Iron Bars,UAE,Iron Bars Batch 736221,May,2026,Q2,2944.9,126.32,17.57,22.31,0.0,22.31,6.73,Active,No,Low,0.0,2.54
302550,Pharmaceuticals,Bulk Drugs,Canada,Bulk Drugs Batch 302550,February,2026,Q1,3778.69,151.66,25.71,38.06,34.59,3.47,12.75,Active,No,High,2.07,4.83
096356,Agriculture & Food,Marine Products,South Africa,Marine Products Batch 096356,May,2024,Q2,1965.86,137.35,21.22,14.92,12.75,2.17,15.96,Active,No,High,4.15,4.95
104856,Agriculture & Food,Organic Spices,ASEAN,Organic Spices Batch 104856,August,2024,Q3,20679.76,614.36,229.17,10.59,6.69,3.9,17.39,Active,No,Low,0.0,7.9
905570,Pharmaceuticals,Generic Medicines,UK,Generic Medicines Batch 905570,February,2026,Q1,5612.04,134.25,82.96,13.68,2.05,11.63,6.41,Active,No,Low,0.0,9.55
723174,Iron & Steel,Stainless Steel,UK,Stainless Steel Batch 723174,October,2025,Q4,21275.0,653.62,109.85,20.16,0.0,20.16,18.77,Active,No,High,3.87,11.65
729239,Iron & Steel,Iron Bars,UAE,Iron Bars Batch 729239,July,2025,Q3,2156.11,80.3,23.9,23.18,3.48,19.7,15.28,Active,No,Low,0.0,10.18
104547,Agriculture & Food,Marine Products,Canada,Marine Products Batch 104547,April,2024,Q2,12163.76,326.71,173.71,38.51,28.22,10.29,20.43,Active,No,Low,0.0,5.03
717030,Gems & Jewellery,Precious Stones,Canada,Precious Stones Batch 717030,November,2025,Q4,34634.29,2211.88,484.77,6.49,4.07,2.42,6.58,Active,No,Low,0.0,2.16
528546,Textiles & Apparel,Silk Products,Australia,Silk Products Batch 528546,May,2024,Q2,21322.97,1171.78,152.07,27.62,22.77,4.85,19.13,Active,No,Low,0.0,8.98
628497,Textiles & Apparel,Knitted Apparel,Japan,Knitted Apparel Batch 628497,June,2026,Q2,579.28,27.9,3.56,29.85,29.75,0.1,5.84,Active,No,Low,0.0,4.33
521578,Textiles & Apparel,Silk Products,European Union,Silk Products Batch 521578,July,2026,Q3,2037.51,116.38,22.42,11.34,0.0,11.34,15.86,Active,No,Low,0.0,12.54
308982,Pharmaceuticals,Bulk Drugs,South Africa,Bulk Drugs Batch 308982,April,2026,Q2,1776.24,139.97,19.67,8.54,6.77,1.77,5.87,Active,No,Low,0.0,16.96
873345,Machinery & Electronics,Industrial Pumps,ASEAN,Industrial Pumps Batch 873345,May,2026,Q2,6209.79,149.06,63.9,37.01,33.61,3.4,5.07,Active,No,High,3.65,7.34
502364,Textiles & Apparel,Cotton Garments,UAE,Cotton Garments Batch 502364,September,2025,Q3,8345.94,181.6,99.4,22.16,0.0,22.16,9.17,Active,No,High,4.66,8.02
631481,Textiles & Apparel,Home Textiles,UK,Home Textiles Batch 631481,March,2025,Q1,846.97,19.28,6.62,7.27,0.0,7.27,9.86,Active,No,Low,0.0,17.83
847054,Machinery & Electronics,Smartphones,UK,Smartphones Batch 847054,May,2024,Q2,3300.26,155.96,28.45,29.44,17.76,11.68,9.98,Active,No,High,1.7,9.96
307072,Pharmaceuticals,Generic Medicines,European Union,Generic Medicines Batch 307072,February,2026,Q1,144.04,10.47,1.43,17.63,0.0,17.63,20.75,Active,No,High,4.22,3.2
627496,Textiles & Apparel,Synthetic Fabrics,USA,Synthetic Fabrics Batch 627496,December,2024,Q4,25923.82,950.84,298.83,27.96,27.49,0.47,5.77,Active,No,Low,0.0,4.69
713178,Gems & Jewellery,Gold Jewellery,Australia,Gold Jewellery Batch 713178,April,2024,Q2,1382.21,59.53,20.14,38.57,33.33,5.24,15.73,Active,No,High,1.67,8.64
734528,Iron & Steel,Stainless Steel,Australia,Stainless Steel Batch 734528,August,2024,Q3,3241.51,147.26,46.43,35.02,23.21,11.81,7.54,Active,No,High,3.24,4.1
299058,Chemicals,Dyes & Pigments,European Union,Dyes & Pigments Batch 299058,November,2026,Q4,1873.43,111.49,15.56,12.59,0.0,12.59,6.71,Active,Yes,Low,2.69,5.63
903813,Pharmaceuticals,Generic Medicines,South Africa,Generic Medicines Batch 903813,December,2024,Q4,16631.29,415.86,206.85,30.58,24.65,5.93,17.06,Active,No,High,1.52,16.4
382431,Chemicals,Dyes & Pigments,ASEAN,Dyes & Pigments Batch 382431,April,2025,Q2,42.26,1.25,0.43,33.37,26.59,6.78,13.64,Active,No,High,0.25,11.23
858980,Machinery & Electronics,Computer Hardware,European Union,Computer Hardware Batch 858980,January,2026,Q1,2907.6,135.38,30.05,11.17,0.0,11.17,19.12,Active,No,Low,0.0,16.92
904644,Pharmaceuticals,Vaccines,Australia,Vaccines Batch 904644,March,2026,Q1,2543.44,84.82,16.45,36.63,0.0,36.63,14.56,Active,No,High,3.98,3.83
713572,Gems & Jewellery,Silverware,Japan,Silverware Batch 713572,June,2026,Q2,1509.52,104.63,10.85,20.66,17.62,3.04,14.2,Active,No,High,1.24,10.78
505237,Textiles & Apparel,Cotton Garments,USA,Cotton Garments Batch 505237,March,2025,Q1,39709.27,2449.32,442.91,13.83,13.49,0.34,12.56,Active,No,Low,0.0,15.14
502371,Textiles & Apparel,Knitted Apparel,USA,Knitted Apparel Batch 502371,June,2026,Q2,787.61,26.3,5.75,27.6,23.76,3.84,20.35,Active,No,High,1.89,3.17
381225,Chemicals,Agrochemicals,UAE,Agrochemicals Batch 381225,June,2026,Q2,9487.16,221.07,116.72,15.68,2.35,13.33,17.39,Active,No,High,0.48,4.35
729491,Iron & Steel,Steel Tubes,UK,Steel Tubes Batch 729491,March,2024,Q1,5086.67,171.48,67.1,7.91,7.73,0.18,21.97,Active,No,High,3.19,13.99
526090,Textiles & Apparel,Silk Products,South Africa,Silk Products Batch 526090,December,2026,Q4,19777.08,396.41,193.94,27.49,21.13,6.36,15.62,Active,No,Low,0.0,14.56
853986,Machinery & Electronics,Transformers,South Africa,Transformers Batch 853986,August,2025,Q3,1095.77,28.4,7.33,38.39,31.64,6.75,14.68,Active,No,Low,0.0,10.42
612689,Textiles & Apparel,Cotton Garments,South Africa,Cotton Garments Batch 612689,May,2026,Q2,992.82,31.18,5.11,27.74,22.48,5.26,14.67,Active,No,High,4.67,6.77
738747,Iron & Steel,Stainless Steel,South Africa,Stainless Steel Batch 738747,December,2025,Q4,15430.55,424.83,184.68,11.69,10.23,1.46,6.39,Active,No,High,3.66,13.65
713535,Gems & Jewellery,Precious Stones,UK,Precious Stones Batch 713535,April,2026,Q2,5641.93,396.48,62.58,29.19,0.0,29.19,19.03,Active,No,Low,0.0,6.97
285321,Chemicals,Organic Chemicals,ASEAN,Organic Chemicals Batch 285321,May,2026,Q2,293.71,22.16,3.81,32.13,29.84,2.29,15.29,Active,No,High,1.04,7.59
908129,Pharmaceuticals,Surgical Equipment,ASEAN,Surgical Equipment Batch 908129,October,2024,Q4,1327.49,49.0,6.68,6.81,4.13,2.68,8.18,Active,No,Low,0.0,0.91
527849,Textiles & Apparel,Home Textiles,UAE,Home Textiles Batch 527849,October,2024,Q4,5321.84,304.29,39.66,12.04,11.97,0.07,19.98,Active,No,High,4.84,3.99
879486,Machinery & Electronics,Transformers,UAE,Transformers Batch 879486,February,2024,Q1,10473.95,758.35,129.45,26.81,16.17,10.64,7.74,Active,No,High,1.27,7.69
071294,Agriculture & Food,Basmati Rice,Canada,Basmati Rice Batch 071294,March,2026,Q1,1076.16,62.28,7.61,39.59,32.6,6.99,14.04,Active,No,High,0.72,13.5
282256,Chemicals,Organic Chemicals,USA,Organic Chemicals Batch 282256,January,2025,Q1,37.66,2.11,0.49,39.04,36.72,2.32,10.14,Active,No,Low,0.0,12.24
308466,Pharmaceuticals,Bulk Drugs,Canada,Bulk Drugs Batch 308466,November,2025,Q4,6534.39,453.76,39.37,34.53,26.61,7.92,5.56,Active,No,Low,0.0,6.15
632727,Textiles & Apparel,Home Textiles,UAE,Home Textiles Batch 632727,July,2025,Q3,477.96,23.12,3.63,31.02,0.0,31.02,19.67,Active,No,High,3.25,6.36
083539,Agriculture & Food,Marine Products,UK,Marine Products Batch 083539,August,2025,Q3,144.6,10.76,1.91,6.38,0.0,6.38,20.65,Active,No,High,0.51,16.82
716311,Gems & Jewellery,Silverware,USA,Silverware Batch 716311,July,2024,Q3,42.59,3.27,0.55,20.27,16.32,3.95,17.09,Active,No,High,3.71,16.69
722994,Iron & Steel,Construction Steel,Japan,Construction Steel Batch 722994,August,2025,Q3,10106.88,446.43,111.15,24.08,19.56,4.52,12.55,Active,No,High,0.6,3.97
877923,Machinery & Electronics,Transformers,European Union,Transformers Batch 877923,March,2026,Q1,3615.29,185.01,24.34,16.25,0.0,16.25,16.43,Active,No,High,3.42,15.41
712737,Gems & Jewellery,Silverware,Australia,Silverware Batch 712737,March,2026,Q1,2124.98,158.34,13.41,9.59,1.44,8.15,12.1,Active,No,High,0.18,4.8
301056,Pharmaceuticals,Bulk Drugs,ASEAN,Bulk Drugs Batch 301056,July,2025,Q3,23945.52,496.96,302.89,31.42,24.53,6.89,6.84,Active,No,High,1.85,2.41
903225,Pharmaceuticals,Bulk Drugs,European Union,Bulk Drugs Batch 903225,September,2025,Q3,7754.18,542.5,111.03,13.21,0.0,13.21,20.02,Active,No,High,1.32,1.98
855965,Machinery & Electronics,Computer Hardware,South Africa,Computer Hardware Batch 855965,January,2024,Q1,33672.95,2420.63,355.18,33.91,25.67,8.24,9.96,Active,No,Low,0.0,2.17
396494,Chemicals,Organic Chemicals,ASEAN,Organic Chemicals Batch 396494,February,2024,Q1,369.04,25.04,3.23,14.81,14.55,0.26,15.92,Active,No,Low,0.0,14.18
856448,Machinery & Electronics,Computer Hardware,ASEAN,Computer Hardware Batch 856448,October,2024,Q4,2830.4,171.67,32.23,37.19,27.78,9.41,5.68,Active,No,High,2.42,16.95
398845,Chemicals,Agrochemicals,South Africa,Agrochemicals Batch 398845,March,2025,Q1,263.73,12.68,1.96,29.99,27.63,2.36,10.01,Active,No,Low,0.0,12.09
722334,Iron & Steel,Flat-rolled Products,Canada,Flat-rolled Products Batch 722334,November,2025,Q4,2113.13,156.38,13.93,22.91,17.06,5.85,17.4,Active,No,High,1.25,2.5
304663,Pharmaceuticals,Bulk Drugs,Japan,Bulk Drugs Batch 304663,April,2025,Q2,2053.04,119.43,30.4,10.54,9.09,1.45,18.77,Active,No,Low,0.0,2.59
718380,Gems & Jewellery,Precious Stones,UAE,Precious Stones Batch 718380,January,2024,Q1,7630.59,240.66,58.64,10.08,9.06,1.02,8.41,Active,No,Low,0.0,8.45
719121,Gems & Jewellery,Cut Diamonds,UK,Cut Diamonds Batch 719121,February,2025,Q1,3191.82,160.09,25.82,35.85,0.0,35.85,19.55,Active,No,Low,0.0,6.79
627225,Textiles & Apparel,Silk Products,South Africa,Silk Products Batch 627225,February,2024,Q1,7593.98,395.42,59.61,18.45,11.59,6.86,17.68,Active,No,High,2.22,8.21
386527,Chemicals,Polymers,European Union,Polymers Batch 386527,November,2026,Q4,8562.61,350.07,54.14,19.76,0.0,19.76,11.82,Active,Yes,Low,4.58,15.17
093193,Agriculture & Food,Basmati Rice,USA,Basmati Rice Batch 093193,May,2024,Q2,75538.14,3549.62,1089.5,17.72,12.3,5.42,17.77,Active,No,Low,0.0,14.4
718277,Gems & Jewellery,Cut Diamonds,Japan,Cut Diamonds Batch 718277,May,2025,Q2,1857.63,60.02,15.61,6.96,5.95,1.01,13.07,Active,No,High,3.37,9.37
293451,Chemicals,Organic Chemicals,Australia,Organic Chemicals Batch 293451,November,2024,Q4,726.67,33.29,10.64,38.93,33.52,5.41,7.63,Active,No,High,2.52,7.55
731467,Iron & Steel,Flat-rolled Products,UAE,Flat-rolled Products Batch 731467,August,2024,Q3,4311.86,225.19,31.99,36.51,28.03,8.48,12.38,Active,No,Low,0.0,7.95
074459,Agriculture & Food,Fresh Fruits,ASEAN,Fresh Fruits Batch 074459,January,2024,Q1,894.78,30.59,5.05,16.78,14.04,2.74,14.85,Active,No,High,4.9,4.98
289393,Chemicals,Industrial Gases,ASEAN,Industrial Gases Batch 289393,February,2025,Q1,27527.51,1474.52,305.42,26.62,17.96,8.66,14.54,Active,No,High,2.14,3.28
906748,Pharmaceuticals,Vaccines,USA,Vaccines Batch 906748,October,2025,Q4,1949.2,150.95,10.59,30.17,30.14,0.03,15.77,Active,No,High,2.23,0.65
091184,Agriculture & Food,Organic Spices,USA,Organic Spices Batch 091184,December,2025,Q4,1276.19,57.38,9.17,35.7,22.54,13.16,9.17,Active,No,High,1.32,3.77
304495,Pharmaceuticals,Bulk Drugs,UAE,Bulk Drugs Batch 304495,April,2024,Q2,1470.01,53.86,19.32,30.92,23.33,7.59,18.32,Active,No,High,2.09,10.61
305230,Pharmaceuticals,Antibiotics,South Africa,Antibiotics Batch 305230,July,2026,Q3,8757.15,496.81,75.46,8.97,8.89,0.08,12.93,Active,No,High,3.19,12.5
